Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,SPY,TLT,SPY,TLT,SPY,TLT,SPY,TLT,SPY,TLT
Date,,,,,,,,,,
2015-02-09,170.89988708496094,100.06486511230469,171.743399488108,101.00619862331736,170.4906514818992,100.06486511230469,171.01680972246263,100.99854968275596,87219000,8025500
2015-02-10,172.72055053710938,99.26897430419922,172.97944976643848,99.85060926885429,170.9416441962693,99.0623360666107,171.9438528491221,99.59805401797398,96164200,8290700
2015-02-11,172.82078552246094,99.4526138305664,173.2550751374156,99.69752006824147,171.90211114667332,98.69495997302501,172.5535391972984,99.26128521154732,91087800,6506400
2015-02-12,174.4827117919922,99.12353515625,174.54117947283675,99.90414752129445,172.85414220316676,99.0699575370832,173.62249265677647,99.23067871681133,97545900,12548300
2015-02-13,175.2010040283203,98.10567474365234,175.25111191546895,99.13119344541595,174.34913171595394,98.02913861698859,174.60804370557724,99.11588388452851,93670400,8325200
2015-02-17,175.4766387939453,96.62860870361328,175.65202917120735,97.9066824947784,174.633126154161,96.36839874197376,174.88366563079921,97.80719371352907,76968200,14968800
2015-02-18,175.49330139160156,97.20259094238281,175.56846321562753,97.76126722692895,174.83351361996355,96.78932043440962,175.10077265242757,97.05717932692393,80652900,14009200
2015-02-19,175.3680419921875,96.55972290039062,175.7355168383215,97.53932446364217,174.7500276997019,96.55972290039062,174.89200430050573,97.0265651827036,91462500,8584800
2015-02-20,176.42037963867188,96.8428955078125,176.49554148152302,97.96790289464889,174.32410590153324,96.42962498577855,174.95048007919007,97.23320752954781,140896400,12502500
2015-02-23,176.395263671875,97.95259857177734,176.395263671875,98.09035541160827,175.78558384457796,97.31739199150492,176.16976547898966,97.34035049166239,74411100,7500500
2015-02-24,176.89642333984375,99.23831176757812,177.0968676711407,99.33014575399127,176.01949691289124,97.33268064399765,176.3201570380288,97.69237932780969,72472300,11958300
2015-02-25,176.7460174560547,99.6668930053711,177.25546874385813,99.78934611444811,176.40359666151585,98.78678609914395,176.7710713928639,99.07760931375904,73061700,8019800
2015-02-26,176.53729248046875,98.30464172363281,176.8128986325279,99.72047816982531,175.92761247275558,98.26637366442748,176.65421514404403,99.26128481490555,72697900,11020500
2015-02-27,175.93594360351562,99.13121032714844,176.70429423084457,99.2000858462111,175.88583571923954,98.16691802694524,176.43703518988886,98.74090404135138,108076000,9225100
2015-03-02,177.04673767089844,97.28473663330078,177.10519262880246,98.97171433720257,175.98607392524576,97.2080513079156,176.03618181591037,98.91803226932537,87491400,11324000
2015-03-03,176.32012939453125,96.9319839477539,177.09683990587035,97.66811726909053,175.4515629156499,96.90897484529886,176.61244240555843,97.30004768328843,110325800,8599000
2015-03-04,175.5767822265625,96.96263885498047,175.7939333416445,97.41505754207853,174.5996404395236,96.74027021162516,175.7187587860184,97.33837809434219,114497200,6478900
2015-03-05,175.7689208984375,96.83995819091797,176.05287408438272,97.29237105242662,175.25946947960023,96.54090423324716,175.90253768125035,97.02399004557681,76873000,6045000
2015-03-06,173.2967987060547,94.70057678222656,175.33460406475666,95.72043055163788,172.96273768551154,94.29417038471004,174.9003145431617,95.59773873715183,188128000,20022900
2015-03-09,174.01504516601562,95.57471466064453,174.3741601337539,95.75108264297417,173.33856330130953,95.183641900012,173.49724674979345,95.60538760758301,89818900,8889100
2015-03-10,171.1921844482422,96.832275390625,172.720538519529,96.95496717731058,171.15042363334356,96.43353878442967,172.63702963334325,96.5945673667547,157121300,9277900
2015-03-11,170.79129028320312,97.53778839111328,171.62645551686182,97.73715972722427,170.7077686623932,96.70964178393984,171.45106521060504,96.8169942302451,110145700,6663100
2015-03-12,172.96273803710938,97.46875,173.02954004646494,98.30456606520836,171.37591632727606,97.16969600875409,171.42602420609828,98.30456606520836,93993500,10295900
2015-03-13,171.90213012695312,97.169677734375,173.65597017089337,97.83679535079891,170.85817316855469,96.99330974308894,172.6871877986472,97.20035068287113,162410900,7247200
2015-03-16,174.19882202148438,98.10521697998047,174.29069073649381,98.2662397787241,171.9271708354456,97.59145222330025,172.63706660993805,98.10521697998047,136099200,6374600
2015-03-17,173.68099975585938,98.91798400878906,174.06516869804952,99.00233314534498,172.86252849993474,98.36588269688347,173.45550153280973,98.57292361398112,94510400,6314000
2015-03-18,175.7689208984375,100.82738494873047,176.4454028535006,100.85805205868421,172.56187598228146,98.61897861484636,173.20495692754463,99.61582934614337,228808500,13981900
2015-03-19,174.96717834472656,100.3135986328125,175.77728992743474,100.92703426866389,174.57464952656426,99.8918528577636,175.3513600952992,100.60497704968148,117917300,9543800
2015-03-20,176.51158142089844,100.84272003173828,177.02330695926102,100.98841514088895,175.73980095001528,100.55900536689043,175.92435854093287,100.62035129182433,177715100,5953800
2015-03-23,176.16761779785156,100.72002410888672,177.09879000394582,101.02674198498308,176.16761779785156,100.44397334018521,176.51995149738752,100.98839932533679,71784500,5555500
2015-03-24,175.17770385742188,101.69386291503906,176.5031439979603,101.70920231947471,175.11059085781935,100.81970407080372,176.04176292649865,101.08809099600978,77805300,6713000
2015-03-25,172.6107177734375,100.83501434326172,175.62235509391408,101.80118593390227,172.56878333985176,100.80434724378767,175.38746594363997,101.77051883442823,159521700,5635800
2015-03-26,172.19969177246094,99.2630615234375,173.12246704635348,100.5589658901494,171.23495645823186,99.05602057063163,171.9396368061776,100.48995613939218,153067200,9536300
2015-03-27,172.59396362304688,100.49756622314453,172.77012410030568,100.55124824536976,171.88928331251248,99.66941455551604,172.0822380454146,99.7077571856015,118939000,7907900
2015-03-30,174.69960021972656,99.99916076660156,175.00160244161026,100.45157344191516,173.61743305826903,99.75377726102363,173.63420171467845,100.37488817128967,96180400,7010600
2015-03-31,173.17279052734375,100.21391296386719,174.57375402954722,100.42095393222591,173.11407463471537,99.6158050113065,173.8690737145078,99.86885248362604,126768700,6844300
2015-04-01,172.5603485107422,101.53021240234375,173.16435270819463,101.79914938479129,171.56206343993898,100.89242946820963,173.13918693334207,100.91548087456145,137303600,9273900
2015-04-02,173.18116760253906,100.45447540283203,173.63416443786198,101.40731029446651,172.30871123751209,100.36226973510529,172.49326882240248,101.37656725520156,86900900,6663400
2015-04-06,174.34722900390625,99.89347839355469,174.86733885198038,101.03072394148911,172.14933223894963,99.67832414732457,172.2835454639215,100.99230102787081,114368200,5923800
2015-04-07,173.8858184814453,100.7310791015625,175.12737709755754,100.8309763668002,173.8522683785221,99.77825617171784,174.37237817706296,100.07024462197775,81236300,4764900
2015-04-08,174.4729766845703,100.7618179321289,174.91758898653543,100.93854931900081,173.71797804362754,99.90888057805232,174.11225880959546,100.67729218622833,89351900,5378900
2015-04-09,175.2448272705078,99.45547485351562,175.47971639998357,100.60041197970546,173.81032671553078,99.22496082980938,174.30527075260483,100.5619890674122,85548900,6484200
2015-04-10,176.20115661621094,99.60149383544922,176.2431038445279,100.23927678077693,175.29516304714835,99.54771112802725,175.49648926227476,100.13939125984217,72722900,4843000
2015-04-13,175.4042205810547,99.73983764648438,176.69612360483046,99.87814611981176,175.3538890243747,99.42478604608536,176.05855641889005,99.53236321146166,74436600,4010600
2015-04-14,175.7398223876953,100.44676208496094,175.9243800011262,101.32275081200879,174.57376081220028,100.2623390858345,175.2029310033055,100.90012210048786,75099900,6075500
2015-04-15,176.5283660888672,100.36224365234375,177.04009167365342,100.86939814310645,176.12570076328947,100.13940943823765,176.20959523968062,100.70034664618555,99529300,4425200
2015-04-16,176.4779815673828,99.86273956298828,176.98970699861528,100.55430505583085,175.99142191141618,99.44011099512842,176.19276091403907,100.53125365440451,68934900,7085500
2015-04-17,174.44786071777344,101.00768280029297,175.52164312723065,101.19978566287436,173.6592989607198,99.66296276222319,175.27836970029725,99.71675719175953,191113200,7268800
2015-04-20,176.04177856445312,100.1163101196289,176.37733079177733,100.66956723232305,175.2951639782343,99.83968156328183,175.3790456348169,100.61578453457524,92189500,4949400
2015-04-21,175.8320770263672,99.66297912597656,176.88907819395953,100.23928780834538,175.53007486412673,99.55540197426892,176.72968638604115,100.07023632351478,72559800,4563800
2015-04-22,176.69615173339844,98.1415023803711,176.8807093376036,99.54769661261344,175.24485668210338,98.00318809748639,176.1760290304113,99.5092736986124,78264600,9707600
2015-04-23,177.14068603515625,98.56414031982422,177.79502168809705,99.00982036938903,176.17595120290164,98.05698594704064,176.2933957354681,98.20298599905666,102585900,6843400
2015-04-24,177.55177307128906,99.17887878417969,177.8202250885314,99.45549567052582,177.09877629281354,98.81003281899334,177.56017019713835,98.84845573932888,61327400,4773000
2015-04-27,176.8135986328125,99.17887878417969,178.24809944732536,99.50929010400141,176.6206438982992,98.6409813495402,178.12227053394696,99.17887878417969,79358100,4334900
2015-04-28,177.37562561035156,97.81111907958984,177.42595716714203,98.92531948330651,175.60555999373273,97.78806766822252,176.78840278029978,98.48731921726521,86863500,7464300
2015-04-29,176.64578247070312,96.61241912841797,177.24977391861339,97.15799080819541,175.83205488050166,96.26663029756172,176.47799355687016,96.67388761750003,125684900,11554800
2015-04-30,174.87571716308594,96.78142547607422,176.46122511692684,96.95047694302166,174.1710370054368,95.67491690948874,176.06694420984235,96.08217406394512,161304900,12876000
2015-05-01,176.77162170410156,95.47859954833984,176.81356893501547,96.27938850756195,175.5636131365682,95.23990492932423,175.66427625036343,96.04069388854634,103399700,12378500
2015-05-04,177.27496337890625,94.57774353027344,177.86218621188007,95.88672238703712,177.09040580275763,94.49304427635407,177.1994532428471,95.70962821942352,70927200,9144700
2015-05-05,175.2448272705078,94.44685363769531,177.3924051407822,94.73174580821842,175.10221692764736,93.69996336715121,177.031674320196,94.6008490880024,113326200,13935500
2015-05-06,174.5233917236328,92.82980346679688,176.10889986861423,93.9847861146069,173.4496091069522,92.6835096594319,175.79851338112798,93.9308871593576,135060200,14355000
2015-05-07,175.2196807861328,94.07717895507812,175.64752466232233,94.37747394837233,174.08718224442282,93.43808720030535,174.4227345233371,93.49968767958237,88244900,11933700
2015-05-08,177.5266571044922,94.33132934570312,177.7279961739149,95.13211840106001,176.8219895622632,94.17732806127968,176.9058840413144,95.00121584066301,155877300,11716400
2015-05-11,176.67938232421875,92.0367202758789,177.75316511253146,93.66909793641528,176.60388497203283,92.01362156185765,177.48472581570357,93.64599922239402,75708100,13738600
2015-05-12,176.15081787109375,92.27542114257812,176.69610621595916,92.88371277651453,175.0099224301325,91.4900354393143,175.8404314351141,91.73643152999963,119727600,15861700
2015-05-13,176.18441772460938,91.53630065917969,177.1910873717687,92.95308363575109,175.94952856695548,91.35150492294882,176.56191724223174,92.89918463457748,94667900,15760000
2015-05-14,178.02159118652344,91.78266906738281,178.11386998142814,92.26776580522184,176.93102710142207,91.38997898143063,177.20786348613618,91.5670731281427,95934000,9128400
2015-05-15,178.21456909179688,93.62291717529297,178.3571794762669,93.86931918296769,177.72800923863375,92.62193545457677,178.21456909179688,92.69123161332489,76510100,12630600
2015-05-18,178.76817321777344,92.05213165283203,179.0198309756367,92.72971944838142,177.9796114418117,91.99053116017855,178.04672444407402,92.64502023961946,74549700,10208300
2015-05-19,178.70944213867188,91.23594665527344,179.16245169772975,92.27543007995222,178.4242214832628,90.9587502920862,178.88561536730464,91.06654822504271,72114600,8435300
2015-05-20,178.58358764648438,91.38993072509766,179.33858640262682,91.97511771559823,178.26480413587146,90.9972349719506,178.8100795930305,91.4515253362507,76857500,7789700
2015-05-21,179.103759765625,92.66813659667969,179.3134831377159,92.86833529864157,178.2732506039655,91.9751456087712,178.44103954203723,92.07524789702586,64764600,11760700
2015-05-22,178.6759033203125,92.7066650390625,179.137284432991,92.97615998003684,178.60879031471453,92.24467287245662,178.71783774837638,92.89916226469404,57433500,5417900
2015-05-26,176.7548370361328,94.29283142089844,178.6087970846197,94.36213347036667,176.33539033561968,92.96844969331386,178.18095325777796,93.04544740140746,124308600,10469700
2015-05-27,178.43260192871094,94.50837707519531,178.66749102811679,94.60077780047983,176.8051468824732,93.63829227497808,177.2162092066814,94.07718543962507,93214000,6490300
2015-05-28,178.23123168945312,94.2774429321289,178.34027908691343,94.73173356400198,177.5349488880852,94.1080444339562,178.1221714915001,94.32364038633997,74974600,6237600
2015-05-29,177.1239776611328,94.48529052734375,178.20614467191479,95.1474811241086,176.8555383904463,94.33129517325499,178.16421023622888,94.88568784724845,124919600,7912000
2015-06-01,177.48464965820312,93.46983337402344,178.1305882392932,94.43439454274115,176.68769083654195,93.13031184594044,177.7950360621164,94.22605192067235,93338800,13108100
2015-06-02,177.3085174560547,92.1657485961914,178.00480054521603,92.7985004730946,176.39412668132996,91.91110304046823,177.0232967594338,92.72904900916373,91531000,10076200
2015-06-03,177.7782745361328,90.68417358398438,178.40744453921957,91.5175557854479,177.28333053915708,90.43724617842635,177.84538753918832,91.35551022747673,87820900,14810900
2015-06-04,176.2766571044922,91.86477661132812,177.7279389612918,92.0499706438961,175.957873547318,91.16257349505585,177.06521887192548,91.25517345494592,151882800,10859300
2015-06-05,175.9746551513672,90.74592590332031,176.65415669183454,91.49442641388305,175.31192226092642,90.57616217260939,176.12564980458384,90.9311200244527,121704700,11200200
2015-06-08,174.89248657226562,90.64559936523438,176.0166134188781,91.17803900271453,174.8169892409214,90.56843565085519,175.86560595569262,91.02370568674215,89063300,5334000
2015-06-09,174.8673858642578,89.927978515625,175.4126744391419,90.38324861671745,174.2298312726183,89.59616919777895,174.8673858642578,90.32923342019436,105034700,12393900
2015-06-10,176.964599609375,89.14088439941406,177.3504962915973,89.6115907314003,175.58043031108906,88.94025991056513,175.6391462059162,89.44954515784649,134551300,12183600
2015-06-11,177.53500366210938,91.0159683227539,177.92088743462574,91.03140459469738,177.17427286554323,89.69644965780137,177.40916197937838,89.94337702398172,73876400,13849300
2015-06-12,176.17604064941406,91.0159683227539,177.40921526770518,91.8802170479916,175.89920422484866,90.70731353043804,176.70454771453896,90.7381742998994,135382400,7863100
2015-06-15,175.42095947265625,91.16259765625,175.7061800916409,91.87251320858914,174.3136142923707,90.85393692868968,175.0266786403268,91.74133431272045,124384200,8194200
2015-06-16,176.3773651123047,91.8802261352539,176.4612595857089,91.887944271989,175.0938590323169,91.0082650750174,175.27001950576653,91.52526837921391,85308200,7046400
2015-06-17,176.66258239746094,91.17030334472656,177.27498388027553,91.54069145745396,175.63074695729955,90.47581827434657,176.66258239746094,91.44037923675965,126708600,13626100
2015-06-18,178.49978637695312,90.72277069091797,178.96956476380367,90.85394960508938,176.69617018447312,90.09001876038074,177.26661171121992,90.56844324921212,165867900,10123300
2015-06-19,177.7073974609375,91.88795471191406,178.33120302907918,91.97283656400379,177.32806162552365,91.43267878823156,178.25533843454963,91.44811506345553,130478700,10439200
2015-06-22,178.61776733398438,90.01284790039062,179.207846584519,91.16260314538854,178.40702382573895,89.96654496177965,178.63463041621765,90.93110611397583,70696000,9769000
2015-06-23,178.74417114257812,89.47269439697266,179.0813684033435,90.25206149359774,178.34798526316428,89.27206990652608,178.82847367345954,89.30293657133656,68476800,8945100
2015-06-24,177.4459991455078,90.24434661865234,178.85376396099318,90.41411033764112,177.4207109584984,89.63474910005019,178.47442829309168,89.90482506788935,92307300,8600400
2015-06-25,176.906494140625,89.927978515625,178.07822728731873,90.34466969760946,176.83062958055913,89.65790253300958,177.9517863538756,89.96655743473299,97107400,8287800
2015-06-26,176.87281799316406,88.91710662841797,177.51347362842807,89.41096146061145,176.31645204364472,88.64702479972536,177.26900395541367,89.25662814604225,104174800,11673000
2015-06-29,173.16368103027344,91.27066040039062,176.88119867361306,91.57160309751883,173.08781647333012,89.8662591847204,175.38070629896635,90.2520837592146,202621300,17132900
2015-06-30,173.52621459960938,90.63787078857422,174.76538749114255,91.59471368854413,173.04571321348848,90.53755856015597,174.71479824305354,90.59157374272169,182925100,13469000
2015-07-01,174.9171142578125,89.41444396972656,175.3638894724379,89.98671949261133,174.1247165978314,89.26750605026926,175.11099468650048,89.56911111639592,135979900,12451500
2015-07-02,174.75694274902344,89.70831298828125,175.5662034711772,90.21872518736676,174.3354557372848,89.6155091611275,175.39761123903432,89.95578396051785,104373700,6682100
2015-07-06,174.25962829589844,91.37100982666016,175.04358813066318,91.75768358309953,173.25648693615517,90.5280579695322,173.45880537549715,91.29367625540694,117975400,10605800
2015-07-07,175.35549926757812,92.22940826416016,175.4819402543337,93.18062221759266,172.0594670099823,91.98966656925126,174.4619486604636,92.53874838973243,173820200,16160100
2015-07-08,172.41346740722656,93.0259780883789,174.2932957843987,93.24251445972648,172.17743572142746,92.41503281197764,174.00668771775156,92.81717094445546,164020100,9951800
2015-07-09,172.72537231445312,91.19312286376953,174.79066896276936,92.12114327239205,172.61579443804868,91.13898878244615,174.5293362106964,91.79633288427938,144113100,11108900
2015-07-10,174.9002227783203,89.74698638916016,175.32170973219513,90.26512783653504,172.76749982073463,89.52271488951126,174.74005567780614,89.73925126153816,129456900,13636600
2015-07-13,176.83062744140625,89.46857452392578,176.94020529481128,90.06404950525142,176.1309576050445,89.2365679129207,176.17310886993573,89.2365679129207,106069400,8006700
2015-07-14,177.5978240966797,89.76243591308594,177.90973334269793,89.91710303892899,176.72956157349427,89.4453665350559,176.78857595019974,89.72376618153885,81709600,4227800
2015-07-15,177.53878784179688,90.71367645263672,178.1035789838417,90.90701335394228,177.05828639785088,89.739256818008,177.63994062462137,89.7933909143666,97914100,8720400
2015-07-16,178.96337890625,91.34007263183594,178.96337890625,91.37874236645425,178.35643661034132,90.38112339506738,178.60089340544462,90.39658774881083,106683300,7306500
2015-07-17,179.11509704589844,91.81180572509766,179.17411139512424,91.94327336913696,178.54188094762046,91.53340018467765,178.95492994115565,91.54113531084835,89030000,7404900
2015-07-20,179.20785522460938,91.42514038085938,179.70520684098412,91.75768003454382,178.88753382331157,91.17766942231557,179.34273416345243,91.47927446866042,70446800,5941000
2015-07-21,178.49974060058594,91.92010498046875,179.33428947294928,91.97423908162813,178.1962694527049,90.99209013197263,179.07295673393776,91.00755448937196,77965000,5627500
2015-07-22,178.1793975830078,92.49236297607422,178.51659487666717,92.72436959406024,177.7747736933781,91.98968590388678,177.80848699136328,92.03609076758801,88667900,6228900
2015-07-23,177.17633056640625,93.64464569091797,178.41550380500314,93.72971438770291,176.8138577948762,92.37635626634481,178.31435100602116,92.49235957106728,90509100,9087700
2015-07-24,175.33860778808594,93.87664794921875,177.33645223189467,94.00038637523367,175.0014233028297,93.51317369801603,177.27745073521845,93.9617166420608,117755000,7307900
2015-07-27,174.318603515625,94.37934112548828,174.9592720455508,94.57267802408192,173.87182828436815,93.9462683606942,174.4450573446826,94.49534444467925,132361100,8172000
2015-07-28,176.4597625732422,93.6910629272461,176.60306662076323,94.01586750322934,174.32703921777386,93.49772602723121,175.1615753099707,93.6987980552954,123544800,9128200
2015-07-29,177.6736602783203,93.34304809570312,177.90125403132893,93.70652239278984,176.44291239377608,93.12651172301494,176.58621645177706,93.59051907880013,105791300,6706400
2015-07-30,177.7157745361328,94.0622329711914,177.88436675379202,94.30197465394485,176.53560328699484,93.69102955946325,177.15940864137184,93.7374285108863,91304400,6146600
2015-07-31,177.4459991455078,94.75830841064453,178.24682174724663,95.04444923103708,177.15939111756094,94.39483398749542,178.22153356023722,94.68870993821633,103266900,9178400
2015-08-03,176.84751892089844,95.7557601928711,177.4713243436643,95.91076512481887,175.88652902584803,94.80246271352081,177.4123228492579,94.80246271352081,113965700,11753700
2015-08-04,176.50189208984375,94.99620819091797,177.23527531991132,95.57748547182341,176.0129656488781,94.91095371667384,176.7716370687575,95.45348272668723,81820800,6448800
2015-08-05,177.0835723876953,94.28314208984375,178.12885202197495,94.48465313009365,176.79695142280738,93.92662619589774,177.40389379363725,94.37614263683898,85786800,7574400
2015-08-06,175.6336669921875,95.1202163696289,177.37861677114512,95.22872098847299,175.04357480472143,94.55443721732063,177.26902601699894,94.55443721732063,116030800,6118100
2015-08-07,175.29641723632812,96.36802673339844,175.62517653776126,96.4920354002935,174.38600389479927,95.51548784420035,175.47344741222014,95.56199405081534,117858000,8317000
2015-08-10,177.50502014160156,95.17445373535156,177.58930981387115,95.771229045292,176.4175766084082,94.95743861867955,176.4175766084082,95.64722632025102,80270700,7461700
2015-08-11,175.90338134765625,96.68578338623047,176.57776311373414,96.98029506664194,175.13627192795812,96.22851478403437,176.15627611778075,96.33701939855744,126081400,11145700
2015-08-12,176.11410522460938,96.15874481201172,176.29956051118813,97.42980375606713,173.11312020580553,96.10449251243827,174.58832452728862,96.82527644280384,172123700,8455200
2015-08-13,175.89500427246094,95.84876251220703,176.6452508156279,96.43003988706356,175.34706331043017,95.4999984525168,175.9540057793704,95.97277119044486,89383300,7691400
2015-08-14,176.53562927246094,96.07349395751953,176.61149385216035,96.39126166198186,175.55777625823433,95.48446474501459,175.70108030747662,95.69372784625988,72786500,4324700
2015-08-17,177.52191162109375,96.50756072998047,177.52191162109375,96.95708340459521,175.47349074388455,96.40680809452283,175.9371290687973,96.65481958516193,79072600,7880300
2015-08-18,177.00765991210938,95.74797821044922,177.597739082864,96.32925539294607,176.77162824380753,95.62396957324906,177.24369158041122,95.94948928937083,71692700,5024300
2015-08-19,175.60836791992188,96.69358825683594,177.03298332175942,96.82534308747842,174.79068202678104,95.32176987431224,176.25744870550741,95.37602221122744,172946000,10736000
2015-08-20,171.94142150878906,97.67009735107422,175.58306279030748,97.7321016903499,171.882407149961,97.01906952785743,174.08256997977378,97.16632835537233,194327900,9078300
2015-08-21,166.76556396484375,97.96460723876953,171.91613611355646,98.22811679020934,166.50424405781186,97.33682370123222,170.05315773518646,97.77860014874975,346588500,10718300
2015-08-24,159.74359130859375,97.93363189697266,166.4705209980097,99.91772383547752,153.75847007751975,97.51511139499546,158.04921800499207,99.44495100433997,507244300,16663400
2015-08-25,157.86378479003906,96.36026763916016,164.75930769222722,96.71678363884449,157.56873866978478,95.76348635801406,164.74244460635865,96.53077657663047,369833100,15354800
2015-08-26,163.92471313476562,94.50016784667969,164.20288320742515,95.72472651033115,158.79099221783673,94.05839743169874,161.9184311014196,95.32945637701435,339257000,16429900
2015-08-27,167.9794158935547,94.554443359375,168.10585683588835,95.22872717432739,164.55694385160427,94.28318179464425,166.08272458198266,94.41493656707652,274143900,9127000
2015-08-28,167.98785400390625,94.83344268798828,168.4599173755032,95.69373345899456,166.84140887455845,94.73269009710798,167.33033532735877,95.44572207808648,160414400,9946200
2015-08-31,166.63064575195312,94.10493469238281,167.86139327958728,95.6937619548938,166.0742799026352,94.04293035042757,167.0015563181651,95.60850746297022,163298800,8617600
2015-09-01,161.65707397460938,94.78297424316406,164.185995135996,94.82957546505811,160.7803741021841,93.96742323055368,162.79508077957846,94.48005444906694,256000400,15298200
2015-09-02,164.72557067871094,93.96742248535156,164.76772195593378,94.7441411155215,162.20507350884452,93.87421411640973,164.05961394177572,94.30917465301918,160269300,9515200
2015-09-03,164.8435821533203,94.42567443847656,166.95101733077834,94.50334510875217,164.34623053850345,93.75769600750019,165.4420865405708,94.2780960168283,152087800,7042500
2015-09-04,162.3483428955078,95.28784942626953,163.4189233671046,95.48202909938094,161.52223206194452,94.61987087669479,162.56752434516008,95.10920151961395,207081000,7951300
2015-09-08,166.42835998535156,93.88202667236328,166.58010200250337,94.41795874709726,164.5232432690364,93.79658710919347,165.17233688703516,94.27814909153717,116025700,7049500
2015-09-09,164.20286560058594,94.33248138427734,168.14798978754095,94.53442990047438,163.83196792255612,92.86448355208071,168.02154885898076,92.91885362268454,149347700,7441900
2015-09-10,165.09645080566406,93.69559478759766,166.25132098396367,94.13056138270149,163.74768736054978,93.55578515450976,164.0090072231348,93.99851467163899,158611100,6789700
2015-09-11,165.84669494628906,94.28588104248047,165.91413440394695,94.82181883337397,163.9837169089284,94.2392798174961,164.7002498916274,94.34801995972184,119691200,5890900
